#Expt.,SLN
-6.78,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)C(F)(F)F)N(=O)=O)N(CH2CH3)CH2C[30]=C(CH=CHCH=C@30Cl)F
-6.12,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)C(F)(F)F)N(=O)=O)N(CH2CH3)CH2C(=CH2)CH3
-6.49,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)CH(CH3)CH3)N(=O)=O)N(CH2CH2CH3)CH2CH2CH3
-1.46,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)N(=O)=O)CH3)OH
-3.38,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)N(=O)=O)CH(CH2CH3)CH3)OH
-3.22,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)N(=O)=O)N(=O)=O)CH3
-5.16,N(=O)(=O)C[4]=C(C(=CHC(=CH@4)S(=O)(=O)NH2)N(=O)=O)N(CH2CH2CH3)CH2CH2CH3
-3.48,N(=O)(=O)C[4]=C(C(=CHCH=CH@4)Cl)Cl
-3,N(=O)(=O)C[4]=C(C(=CHCH=CH@4)N(=O)=O)CH3
-4.04,N(=O)(=O)C[4]=C(CH=C(CH=CH@4)OP(=S)(OCH3)OCH3)CH3
-2.82,N(=O)(=O)C[4]=C(CH=CHC(=CH@4)N(=O)=O)CH3
-4.76,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)C[14]HC(=C(NHC(=C@14C(=O)OCH3)CH3)CH3)C(=O)OCH3
-2.33,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)CH3
-2.55,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)Cl
-3.1,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)N(=O)=O
-1.96,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)NH2
-1.91,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)NHC(=O)CH3
-1.96,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)OCH3
-1.74,N(=O)(=O)C[4]=C(CH=CHCH=CH@4)OH
-3.8,N(=O)(=O)C[4]=CHC[7]=C(CH=CH@4)N(C(CH2N=C@7C[20]=CHCH=CHCH=CH@20)=O)CH3
-3.5,N(=O)(=O)C[4]=CHC[7]=C(CH=CH@4)NHC(CH2N=C@7C[21]=C(CH=CHCH=CH@21)Cl)=O
-3.8,N(=O)(=O)C[4]=CHC[7]=C(CH=CH@4)NHC(CH2N=C@7C[21]=CHCH=CHCH=CH@21)=O
-3.2,N(=O)(=O)C[4]=CHC(=C(CH=CH@4)Cl)Cl
-4.7,N(=O)(=O)C[4]=CHC(=C(CH=CH@4)NHC(=O)C[17]=C(CH=CHC(=CH@17)Cl)OH)Cl
-4.31,N(=O)(=O)C[4]=CHC(=C(CH=CH@4)OP(=S)(OCH3)OCH3)Cl
-2.89,N(=O)(=O)C[4]=CHC(=CHC(=CH@4)N(=O)=O)N(=O)=O
-2.44,N(=O)(=O)C[4]=CHC(=CHCH=CH@4)CH3
-2.77,N(=O)(=O)C[4]=CHC(=CHCH=CH@4)Cl
-1.68,N(=O)(=O)C[4]=CHC(=CHCH=CH@4)C(=O)OH
-2.29,N(=O)(=O)C[4]=CHC(=CHCH=CH@4)N(=O)=O
-2.19,N(=O)(=O)C[4]=CHC(=CHCH=CH@4)NH2
-1.01,N(=O)(=O)C[4]=CHC(=CHCH=CH@4)OH
-2.49,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)CH3
-2.11,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)CH(OH)CH(NHC(=O)CH(Cl)Cl)CH2OH
-2.92,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)Cl
-2.8,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)C(=O)OH
-3.39,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)N(=O)=O
-2.37,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)NH2
-2.69,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)NHC(=O)CH3
-5.46,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OC[15]=C(CH=C(CH=CH@15)Cl)Cl
-2.41,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OCH3
-0.74,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OH
-4.66,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OP(=S)(OCH2CH3)OCH2CH3
-3.68,N(=O)(=O)C[4]=CHCH=C(CH=CH@4)OP(=S)(OCH3)OCH3
-1.8,N(=O)(=O)C[4]=CHCH=CHCH=CH@4
-2.28,N(=O)(=O)C[4]HC(NHC(NHC@4=O)=O)=O
-2.81,N(=O)(=O)C[4]N(CH=CHN=@4)CH2C(=O)NHCH2C[21]=CHCH=CHCH=CH@21
-1.26,N(=O)(=O)C[4]N(C(=NCH=@4)CH3)CH2CH2OH
-2.19,N(=O)(=O)C[4]OC(=CHCH=@4)CH=[S=I]NOH
-3.38,N(=O)(=O)C[4]OC(=CHCH=@4)CH=[S=N]NN[14]CH2C(NHC@14=O)=O
-2.19,N(=O)(=O)C[4]OC(=CHCH=@4)CH=[S=N]NOH
-3.22,N(=O)(=O)C[4]SC(=NCH=@4)N[10]CH2CH2NHC@10=O
-2,N(=O)(=O)C(Cl)(Cl)Cl
-0.8,N(=O)(=O)CH2CH2CH3
-0.22,N(=O)(=O)CH2CH3
0.26,N(=O)(=O)CH3
-0.62,N(=O)(=O)CH(CH3)CH3
-1.37,N(=O)(=O)NHC(=NH)NH2
-2.63,N(=O)(=O)OC[5]HC[7]HOCH2CH(CH@7OCH2@5)ON(=O)=O
-2.22,N(=O)(=O)OCH(CH2ON(=O)=O)CH2ON(=O)=O
-4.61,N[1]=C(OC[4]=C(CH=CHCH=CH@4)C@1=O)C[16]=CHCH=CHCH=CH@16
-4.61,N[1]=C(OC(C[5]=C@1CH=CHCH=CH@5)=O)C[16]=CHCH=CHCH=CH@16
-2.16,N[1]=C[2]CH=CHCH=CHC@2=C=N@1
-2.38,N[1]=CHNHC(C[7]CH=NNHC@1=@7)=O
0.59,N[1]=CHN=CHCH2C@1=O
-3.12,N(C[2]HC[4]HCH2C[9]HC(C[12]=C(C(=CHCH=CH@12)OH)C(C@9=C(C@4(C(C(=C@2OH)C(=O)NH2)=O)OH)OH)=O)(OH)CH3)(CH3)CH3
-1.42,N(C[2]HC[4]HCH2C[9]HC(C[12]=C(CH=CHCH=CH@12)C(C@9=C(C@4(C(CH=C@2OH)=O)OH)OH)=O)(OH)CH3)(CH3)CH3
-3.14,N(C[2]HC[4]HCH(C[8]HC(C[11]=C(C(=CHCH=CH@11)OH)C(C@8=C(C@4(C(C(=C@2OH)C(=O)NH2)=O)OH)OH)=O)(OH)CH3)OH)(CH3)CH3
-2.87,N(C[2]HC[4]HCH(C[8]HCH(C[12]=C(C(=CHCH=CH@12)OH)C(C@8=C(C@4(C(C(=C@2OH)C(=O)NH2)=O)OH)OH)=O)CH3)OH)(CH3)CH3
-2.38,N#CC[3]=C(CH=CHCH=CH@3)C#N
-1,N#CC[3]=CHCH=CHCH=CH@3
0.28,N#CCH2CH3
-0.96,N#CCH2CH=[S=I]CHCH3
-0.96,N#CCH2CH=[S=N]CHCH3
0.26,N#CCH3
0.15,N#CCH=CH2
-0.77,N#CCH(OC[6]HOCH(CH(CH(CH@6OH)OH)OH)CH2OC[27]HOCH(CH(CH(CH@27OH)OH)OH)CH2OH)C[49]=CHCH=CHCH=CH@49
-6.03,N#CCH(OC(=O)C[8]HC(C@8(CH3)CH3)(CH3)CH3)C[28]=CHC(=CHCH=CH@28)OC[39]=CHCH=CHCH=CH@39
-3.12,N(CH2CH2CH2CH3)(CH2CH2CH2CH3)CH2CH2CH2CH3
-2.28,N(CH2CH2CH3)(CH2CH2CH3)CH2CH2CH3
-4.46,N(CH2CH2CH=C[10]C[11]=C(CH=CHCH=CH@11)CH2CH2C[27]=C@10CH=CHCH=CH@27)(CH3)CH3
-3.4,N(CH2CH2CH=[S=I]C[10]C[11]=C(CH=CHCH=CH@11)OCH2C[25]=C@10CH=CHCH=CH@25)(CH3)CH3
-3.4,N(CH2CH2CH=[S=N]C[10]C[11]=C(CH=CHCH=CH@11)OCH2C[25]=C@10CH=CHCH=CH@25)(CH3)CH3
-2.64,N(CH2CH2N(CH2C[12]=CHCH=CHCH=CH@12)C[23]N=CHCH=CHCH=@23)(CH3)CH3
-3.7,N(CH2CH2NHC(=O)C[12]C[13]=C(N=C(CH=@12)OCH2CH2CH2CH3)CH=CHCH=CH@13)(CH2CH3)CH2CH3
-1.4,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)NH2)(CH2CH3)CH2CH3
-3.84,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)OCH2CH2CH2CH3)(CH2CH3)CH2CH3
-2.71,N(CH2CH2OC(=O)C[11]=CHCH=C(CH=CH@11)OCH2CH3)(CH2CH3)CH2CH3
-0.73,N(CH2CH2OH)(CH2CH2OH)C[18]=CHCH=CHCH=CH@18
-3.84,N(CH2CH3)(CH2CH3)C[16]=C(CH=CHC(=CH@16)OCH2CH2CH2CH3)C(=O)OCH2CH3
-3.03,N(CH2CH3)(CH2CH3)C[16]=CHCH=CHCH=CH@16
-0.14,N(CH2CH3)(CH2CH3)CH2CH3
-1.76,N(CH2CH3)(CH2CH3)CH2C(=O)NHC[23]=C(CH=CHCH=C@23CH3)CH3
-3.57,N(CH2CH3)(CH2CH3)C(=O)CH(OC[21]C[22]=C(CH=CHCH=@21)CH=CHCH=CH@22)CH3
-0.95,N(CH3)(C[6]=CHCH=CHCH=CH@6)C(=O)CH3
-3.35,N(CH3)(C[6]=CHCH=CHCH=CH@6)C(=O)NHC(CH3)(CH3)C[30]=CHCH=CHCH=CH@30
-2.36,N(CH3)(CH3)C[10]=C(CH=C(CH=CH@10)OC(=O)NHCH3)CH3
-1.92,N(CH3)(CH3)C[10]=CHCH=CHCH=CH@10
-2.24,N(CH3)(CH3)C[10]=NC(=C(C(=N@10)CH3)CH2CH2CH2CH3)OH
-1.95,N(CH3)(CH3)C[10]=NC(=C(C(=N@10)CH3)CH3)OC(=O)N(CH3)CH3
-3.36,N(CH3)(CH3)C[10]=NC(=NC(=N@10)N(CH3)CH3)N(CH3)CH3
0.84,N(CH3)(CH3)CH3
-2.34,N(CH3)(CH3)CH=[S=I]NC[13]=CHC(=CHCH=CH@13)OC(=O)NHCH3
-2.34,N(CH3)(CH3)CH=[S=N]NC[13]=CHC(=CHCH=CH@13)OC(=O)NHCH3
1.11,N(CH3)(CH3)C(=O)CH3
-2.98,N(CH3)(CH3)C(=O)CH(C[14]=CHCH=CHCH=CH@14)C[25]=CHCH=CHCH=CH@25
0.94,N(CH3)(CH3)C(=O)N(CH3)CH3
-2.93,N(CH3)(CH3)C(=O)NHC[14]=CHC(=CHCH=CH@14)OC(=O)NHC(CH3)(CH3)CH3
-3.54,N(CH3)(CH3)C(=O)NHC[14]=CHCH=C(CH=CH@14)CH(CH3)CH3
-4.16,N(CH3)(CH3)C(=O)NHC[14]=CHCH=C(CH=CH@14)OC[25]=CHCH=C(CH=CH@25)OCH3
-1.6,N(CH3)(CH3)C(=O)NHC[14]=CHCH=CHCH=CH@14
-0.85,N(CH3)(CH3)C(=O)OC[13]=CHC(CH2C(CH2@13)(CH3)CH3)=O
-5.47,N(CH3)(CH=[S=I]NC[9]=C(CH=C(CH=CH@9)CH3)CH3)CH=[S=I]NC[29]=C(CH=C(CH=CH@29)CH3)CH3
-5.47,N(CH3)(CH=[S=N]NC[9]=C(CH=C(CH=CH@9)CH3)CH3)CH=[S=N]NC[29]=C(CH=C(CH=CH@29)CH3)CH3
-1.6,N(CH(CH3)C(=O)OCH3)(C[15]=C(CH=CHCH=C@15CH3)CH3)C(=O)CH2OCH3
-6.2,NH2C[4]C[5]=C(C[7]=C(C[9]=C(CH=CH@7)CH=CHCH=CH@9)CH=@4)CH=CHCH=CH@5
-1.92,NH2C[4]C[5]=C(CH=CHCH=@4)CH=CHCH=CH@5
-4.22,NH2C[4]C[5]=C(N=C[8]C(=CH@5)CH=CHCH=CH@8)CH=CHCH=@4
-2.35,NH2C[4]=C(CH=CHCH=C@4CH2CH3)CH2CH3
-0.85,NH2C[4]=C(CH=CHCH=CH@4)CH3
-1.52,NH2C[4]=C(CH=CHCH=CH@4)C(=O)OH
-0.42,NH2C[4]=C(CH=CHCH=CH@4)NH2
-0.72,NH2C[4]=C(CH=CHCH=CH@4)OH
-5.17,NH2C[4]=CHC[7]=C(CH=C[11]C(=CH@7)CH=CHCH=CH@11)CH=CH@4
-0.85,NH2C[4]=CHC(=CHCH=CH@4)CH3
-1.28,NH2C[4]=CHC(=CHCH=CH@4)C(=O)CH3
-2.7,NH2C[4]=CHCH=C(CH=CH@4)C[14]=CHCH=C(CH=CH@14)NH2
-2.3,NH2C[4]=CHCH=C(CH=CH@4)CH2C[17]=CHCH=C(CH=CH@17)NH2
-1.21,NH2C[4]=CHCH=C(CH=CH@4)CH3
-2.63,NH2C[4]=CHCH=C(CH=CH@4)C(=O)CH2CH3
-1.61,NH2C[4]=CHCH=C(CH=CH@4)C(=O)CH3
-5.4,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH2CH2CH3
-4.6,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH2CH3
-3.95,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH2CH3
-3.26,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH2CH3
-3.08,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH2CH3
-2.33,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH2CH3
-2.62,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH2CH3
-1.59,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OCH3
-0.4,NH2C[4]=CHCH=C(CH=CH@4)C(=O)OH
-0.38,NH2C[4]=CHCH=C(CH=CH@4)NH2
-0.8,NH2C[4]=CHCH=C(CH=CH@4)OH
-0.41,NH2C[4]=CHCH=CHCH=CH@4
-3.21,NH2C[4]HCH(CH(OCH(CH@4OH)CH3)OC[22]HCH2C[27]HOC(CH2CH(CH@27C(=O)OH)OH)(CH2CH(CH2C[52]HOCH@52CH=CHC(OCH(CH2CH=CHCH=CHCH=CHCH=CH@22)CH3)=O)OH)OH)OH
-3.21,NH2C[4]HCH(CH(OCH(CH@4OH)CH3)OC[22]HCH2C[27]HOC(CH2CH(CH@27C(=O)OH)OH)(CH2CH(CH2C[52]HOCH@52CH=CHC(OCH(CH2CH=CHCH=CHCH=CHCH=CH@22)CH3)=O)OH)OH)OH
-2.4,NH2C[4]=NC[6]N=C(C(=NC=@6C(=N@4)NH2)C[17]=CHCH=CHCH=CH@17)NH2
-2.1,NH2C[4]=NC(=C(CH=N@4)CH2C[14]=CHC(=C(C(=CH@14)OCH3)OCH2CH2OCH3)OCH3)NH2
-2.86,NH2C[4]=NC(=C(CH=N@4)CH2C[14]=CHC(=C(C(=CH@14)OCH3)OCH3)OCH3)NH2
-1.28,NH2C[4]N=C(N=C(CH=@4)CH3)CH3
-2.12,NH2C[4]C[5]NHCH=NC=@5N=CHN=@4
-1.53,NH2CH2C[7]=CHCH=CHCH=CH@7
-1.12,NH2CH2CH2C[10]=CHCH=C(CH=CH@10)OH
-2.7,NH2CH2CH2CH2CH2CH2CH2CH2CH2CH2CH2C(=O)OH
-2.75,NH2CH2CH2CH2CH2CH2CH2CH2CH3
-1.85,NH2CH2CH2CH2CH2CH2CH2CH3
-1.1,NH2CH2CH2CH2CH2CH2CH3
-1.71,NH2CH2CH(CH2CH2CH2CH3)CH2CH3
-0.48,NH2CH2CH(OH)C[11]=CHCH=CHCH=CH@11
-1.6,NH2CH(CH2C[9]=CHC(=C(CH=CH@9)OH)OH)C(=O)OH
-2.57,NH2CH(CH2C[9]=CHCH=C(CH=CH@9)OH)C(=O)OH
-1.23,NH2CH(CH2C[9]=CHCH=CHCH=CH@9)C(=O)OH
-0.55,NH2CH(CH2CH2C(=O)NH2)C(=O)OH
0.31,NH2CH(CH2CH3)C(=O)OH
-0.74,NH2CH(CH2C(=O)NH2)C(=O)OH
1.08,NH2CH(CH2C(=O)OH)CH3
-0.09,NH2CH(CH(OH)CH3)C(=O)OH
-0.31,NH2C(=NC#N)NH2
-2.92,NH2C(=O)C[6]=C(CH=CHCH=CH@6)C(=O)NH2
-1.76,NH2C(=O)C[6]=C(CH=CHCH=CH@6)OH
-0.96,NH2C(=O)C[6]=CHCH=CHCH=CH@6
0.61,NH2C(=O)C[6]=CHN=CHCH=CH@6
-0.91,NH2C(=O)C[6]N=CHCH=NCH=@6
1.58,NH2C(=O)CH3
0.96,NH2C(=O)CH=CH2
0.96,NH2C(=O)NH2
0.1,NH2C(=O)OC(CH3)(CH3)CH3
-0.35,NH2C(=O)OCH2C[10]=CHCH=CHCH=CH@10
-1.67,NH2C(=O)OCH2C(CH2OC(=O)NH2)(CH2CH2CH3)CH3
-0.8,NH2C(=O)OCH2C(CH3)(CH3)CH3
-3.3,NH2C(=O)OCH2CH2CH2CH2CH2CH2CH2CH3
-2.62,NH2C(=O)OCH2CH2CH2CH2CH2CH2CH3
-1.92,NH2C(=O)OCH2CH2CH2CH2CH2CH3
-1.47,NH2C(=O)OCH2CH2CH2CH2CH3
-0.66,NH2C(=O)OCH2CH2CH2CH3
0.85,NH2C(=O)OCH2CH3
-0.3,NH2C(=O)OCH2CH(CH3)CH3
-0.99,NH2C(=O)OCH2CH(OH)CH2OC[18]=C(CH=CHCH=CH@18)OCH3
0.97,NH2C(=O)OCH3
-3.78,NH(C[3]=C(C(=CHCH=CH@3)CH3)CH3)C[20]=C(CH=CHCH=CH@20)C(=O)OH
-2.24,NH(C[3]=C(CH=CHCH=CH@3)OH)C(=O)CH3
-2.09,NH(C[3]=CHC(=CHCH=CH@3)CH3)C(=O)CH3
-4.8,NH(C[3]=CHC(=CHCH=CH@3)OC(=O)NHC[18]=CHC(=CHCH=CH@18)CH3)C(=O)OCH3
-4.63,NH(C[3]=CHC(=CHCH=CH@3)OC(=O)NHC[18]=CHCH=CHCH=CH@18)C(=O)OCH2CH3
-1.58,NH(C[3]=CHCH=C(CH=CH@3)CH=O)C(=O)CH3
-0.98,NH(C[3]=CHCH=C(CH=CH@3)NH2)C(=O)CH3
-2.37,NH(C[3]=CHCH=C(CH=CH@3)OCH2CH3)C(=O)CH3
-2.17,NH(C[3]=CHCH=C(CH=CH@3)OCH2CH3)C(=O)NH2
-1.3,NH(C[3]=CHCH=C(CH=CH@3)OCH3)C(=O)CH3
-1.91,NH(C[3]=CHCH=C(CH=CH@3)OC(=O)CH3)C(=O)CH3
-1.03,NH(C[3]=CHCH=C(CH=CH@3)OH)C(=O)CH3
-3.51,NH(C[3]=CHCH=CHCH=CH@3)C[14]=CHCH=CHCH=CH@14
-0.68,NH(C[3]=CHCH=CHCH=CH@3)CH=O
-3.59,NH(C[3]=CHCH=CHCH=CH@3)C(=O)C[16]=C(CH=CHCH=CH@16)OH
-3.3,NH(C[3]=CHCH=CHCH=CH@3)C(=O)C[16]=C(OCH=CH@16)CH3
-2.56,NH(C[3]=CHCH=CHCH=CH@3)C(=O)C[16]=C(OCH2CH2CH2@16)CH3
-1.92,NH(C[3]=CHCH=CHCH=CH@3)C(=O)CH2CH3
-1.33,NH(C[3]=CHCH=CHCH=CH@3)C(=O)CH3
-3.15,NH(C[3]=CHCH=CHCH=CH@3)C(=O)NHC[18]=CHCH=CHCH=CH@18
-3.01,NH(C[3]HC[5]HC[7]HCH(CH(CH2@5)CH2@3)CH2CH2CH2@7)C(=O)N(CH3)CH3
-2.36,NH(C[3]HCH2CH2CH2CH2CH2CH2CH2@3)C(=O)N(CH3)CH3
-4.11,NH(C[3]HCH(CH2CH2CH2CH2@3)CH3)C(=O)NHC[27]=CHCH=CHCH=CH@27
-0.5,NH(C[3]HCH(CH(CH(CH(CH2@3)NH2)OC[20]HOCH(CH(CH(CH@20OH)OH)OH)CH2NH2)OH)OC[46]HOCH(CH(CH(CH@46OH)NH2)OH)CH2OH)C(=O)CH(OH)CH2CH2NH2
-3.24,NH(C(CH3)(CH3)CH3)C[16]=NC(=NC(=N@16)OCH3)NHCH2CH3
-1.22,NH(C(CH3)(CH3)CH3)CH2CH(OH)C[23]=CHC(=C(CH=CH@23)OH)CH2OH
-0.95,NH(CH2C[6]=CHCH=CHCH=CH@6)C(=O)NH2
-1.44,NH(CH2CH2CH2CH3)CH2CH2CH2CH3
-0.46,NH(CH2CH2CH3)CH2CH2CH3
-4.7,NH(CH2CH2OC[10]=CHCH=C(CH=CH@10)OC[21]=CHCH=CHCH=CH@21)C(=O)OCH2CH3
-3.27,NH(CH2CH2OC(=O)C[12]=CHCH=C(CH=CH@12)NH2)CH2CH2CH2CH2CH3
-1.7,NH(CH2CH3)C[10]=CHCH=CHCH=CH@10
-3.02,NH(CH2CH3)C[10]=NC(=C(C(=N@10)CH3)CH2CH2CH2CH3)OH
-1.83,NH(CH2CH3)C(=O)CH(OC(=O)NHC[19]=CHCH=CHCH=CH@19)CH3
-1.51,NH(CH2C(=O)OH)C(=NH)NH2
-1.68,NH(CH2C(=O)OH)C(=O)C[12]=CHCH=CHCH=CH@12
-5.15,NH(CH2C(=O)OH)C(=O)CH2CH2CH(C[20]HC[22](CH(C[25]HCH(C[29](CH(CH2CH@25OH)CH2CH(CH2CH2@29)OH)CH3)CH2CH@22OH)CH2CH2@20)CH3)CH3
-2.88,NH(CH3)C[7]=C(CH=CHCH=CH@7)C(=O)OH
-1.28,NH(CH3)C[7]=CHCH=CHCH=CH@7
1.13,NH(CH3)C(=O)NH2
-2.8,NH(CH3)C(=O)OC[10]=C[11]C(=CHCH=CH@10)CH2C(O@11)(CH3)CH3
-3.28,NH(CH3)C(=O)OC[10]C[11]=C(CH=CHCH=@10)CH=CHCH=CH@11
-1.57,NH(CH3)C(=O)OC[10]=C(CH=CHCH=CH@10)C[20]HOCH2CH2O@20
-2.86,NH(CH3)C(=O)OC[10]=C(CH=CHCH=CH@10)CH(CH3)CH3
-2.05,NH(CH3)C(=O)OC[10]=C(CH=CHCH=CH@10)OCH(CH3)CH3
-4.24,NH(CH3)C(=O)OC[10]=CHC(=CHC(=CH@10)C(CH3)(CH3)CH3)C(CH3)(CH3)CH3
-2.58,NH(CH3)C(=O)OC[10]=CHC(=CHC(=CH@10)CH3)CH3
-1.8,NH(CH3)C(=O)OC[10]=CHC(=CHCH=CH@10)CH3
-1.8,NH(CH3)C(=O)OC[10]=CHCH=CHCH=CH@10
-2.08,NH(CH(CH3)CH3)C[13]=NC(=NC(=N@13)OCH3)NHCH2CH3
-2.48,NH(CH(CH3)CH3)C[13]=NC(=NC(=N@13)OCH3)NHCH(CH3)CH3
-0.42,NH(CH(CH(OH)C[9]=CHCH=CHCH=CH@9)CH3)CH3
-2.27,NH(C(=O)C[5]=CHCH=CHCH=CH@5)C(=O)C[18]=CHCH=CHCH=CH@18
-0.9,NH(C(=O)NH2)C(=O)CH3
0.07,NH(NH2)C[6]=CHCH=CHCH=CH@6
1.34,NH(NH2)CH3
0.01,NH(NH2)C(=O)C[8]=CHCH=NCH=CH@8
-2.33,NH(NH2)C(=O)NHC[10]=CHCH=CHCH=CH@10
-2.92,NH(NHC[5]=CHCH=CHCH=CH@5)C[16]=CHCH=CHCH=CH@16
-2.46,NH(NHC(=O)C[7]=NOC(=CH@7)CH3)CH2C[20]=CHCH=CHCH=CH@20
-0.74,NH(OH)C[5]=CHCH=CHCH=CH@5
-3.04,NH(OH)C(=O)CH(CH3)C[13]=CHCH=C(CH=CH@13)CH2CH(CH3)CH3
1.12,NH(OH)C(=O)NH2
-0.2,N(NHC(=O)CH2CH2C(=O)OH)(CH3)CH3
-3.75,N(N=O)(C[4]=CHCH=CHCH=CH@4)C[15]=CHCH=CHCH=CH@15
-0.96,N(N=O)(CH2CH3)C(=O)NH2
-0.85,N(N=O)(CH3)C(=O)NH2
-4.45,N(=[S=I]NC[3]=CHCH=CHCH=CH@3)C[14]=CHCH=CHCH=CH@14
-4.45,N(=[S=N]NC[3]=CHCH=CHCH=CH@3)C[14]=CHCH=CHCH=CH@14
-1.84,O[1]C[2]C[3]HC[5](CH(CH@2C(CH(CH=CH@2)OH)(C@1=O)CH3)C(=O)OH)CH2C(CH2CH2@3)(C(CH2@5)=CH2)OH
-4.6,O[1]C[2]=C(C[4]=C@1CH=CHCH=CH@4)CH=CHCH=CH@2
-2.4,O[1]C[2]C(=C(C[5]=C(C=@2OCH3)OC(=CHC@5=O)CH3)OCH3)CH=CH@1
-2.93,O[1]C[2]=C(C(=CHC(=CH@2)OCH3)OH)C(C[18]=C@1CH=CHC(=CH@18)OH)=O
-3.66,O[1]C[2]C(CH=CH@1)=CHC[10]=C(C=@2OCH3)OC(CH=CH@10)=O
-4.31,O[1]C[2]=C(CH=CHC(=C@2CH2CH=C(CH3)CH3)OCH3)CH=CHC@1=O
-1.89,O[1]C[2]=C(CH=CHCH=CH@2)CH=CHC@1=O
-2.84,O[1]C[2]=C(CH=CHCH=CH@2)C(=C(C@1=O)C[16]HCH2CH2CH2C[27]=C@16CH=CHCH=CH@27)OH
-3.66,O[1]C[2]=C(CH=CHCH=CH@2)C(=C(C@1=O)CH(C[18]=C(C[20]=C(CH=CHCH=CH@20)OC@18=O)OH)C(=O)OCH2CH3)OH
-3.89,O[1]C[2]=C(CH=CHCH=CH@2)C(=C(C@1=O)CH(CH2C(=O)CH3)C[27]=CHCH=CHCH=CH@27)OH
-3.89,O[1]C[2]=C(CH=CHCH=CH@2)C(=C(C@1=O)CH(CH2C(=O)CH3)C[27]=CHCH=CHCH=CH@27)OH
-5.31,O[1]C[2]=C(CH=CHCH=CH@2)OC[13]=C@1CH=CHCH=CH@13
-1.64,O[1]C[2](CH2CH2CH(C@1(CH3)CH3)CH2CH2@2)CH3
-3.85,O[1]C[2]HC[4]HCH(C[8]HC(CH@1OH)(CH(CH2CH2@8)C(=O)CH2OH)CH2@2)CH2CH2C[39]=CHC(CH2CH2C@4@39CH3)=O
-4.42,O[1]C[2]HCH2OC[8]=C(CH=C(C(=CH@8)OCH3)OCH3)CH@2C(C[29]=C@1C[31]=C(CH=CH@29)OCH(CH2@31)C(=CH2)CH3)=O
-3.09,O[1]C[2]HCH(CH2CH2C[12](C@2=C(C(CH=CH@12)=O)CH3)CH3)CH(C@1=O)CH3
-0.27,O[1]C[2]HCH(CH(CH@1CH2CH2@2)C(=O)OH)C(=O)OH
-2.94,O[1]C[2]HCH(C(=CHC(=CH@2)OCH3)OH)C(C[20]HCH@1CH=CHC(=CH@20)OH)=O
-7.32,O[1]C[2]HCH(OCH2CH(CH2@2)CH3)CH2C[22](CH@1CH2C[28]HC@22(CH2CH2C[37]HCH@28CH=C[43]C(CH2@37)(CH2CH2CH(CH2@43)OH)CH3)CH3)CH3
-7.32,O[1]C[2](OCH2CH(CH2CH2@2)CH3)CH(C[21]HCH@1CH2C[28]HC@21(CH2CH2C[37]HCH@28CH2CH=C[46]C@37(CH2CH2CH(CH2@46)OH)CH3)CH3)CH3
-2.9,O[1]C(C[3]=C(CH=CHCH=CH@3)C@1=O)(C[15]=CHCH=C(CH=CH@15)OH)C[27]=CHCH=C(CH=CH@27)OH
-1.39,O[1]C(C[3]=C(CH=CHCH=CH@3)C@1=O)=O
-0.41,O[1]C(CH(CH(CH@1CH2OH)OH)OH)(OC[19]HOCH(CH(CH(CH@19OH)OH)OH)CH2OC[40]HOCH(CH(CH(CH@40OH)OH)OH)CH2OH)CH2OH
