SMILES,"Water solubility {measured, converted}"
OCCC1=CC=CC=C1,-0.76
CC(O)C1=CC=CC=C1,-0.92
CCC1=C(O)C=CC=C1,-1.36
CCOC1=CC=CC=C1,-2.33
ClC(Cl)C(=O)N(CC=C)CC=C,-1.62
CCC1=CC=C(N)C=C1,-1.187
C=CC1CCC=CC1,-3.34
COC(=O)C1=CCCN(C)C1,0.81
CCCCCCC#C,-3.66
CCOC(=O)CCC(=O)OCC,-0.96
CCCCCCC=C,-4.44
C1CCCCCCC1,-4.15
COP(=O)(OC)O\C(C)=C\C(=O)N(C)C,0.625
CCCCC(CC)C(O)=O,-1.98
CCCC(CCC)C(O)=O,-1.86
CCCCCCOC(C)=O,-2.46
CCCC(O)C(CC)CO,-0.54
CCCCCCCCN,-2.75
CCOP(=S)(OCC)SCCSCC,-4.04
C1=CC2=C(C=C1)N=CC=C2,-1.3
COP(=S)(OC)OC1=CC=C(C=C1)C#N,-3.72
CCC(=O)C1=CC=CC=C1,-1.83
CCOC(=O)C1=CC=CC=C1,-2.32
COC(=O)CSC1=CC=CC=C1,-1.02
CC(C)C1=CC=CC=C1,-3.27
CCC1=C(C)C=CC=C1,-3.21
CCC1=CC=C(C)C=C1,-3.11
CC1=CC(C)=C(C)C=C1,-3.37
CC(=O)OCC(COC(C)=O)OC(C)=O,-0.6
CCCCCCCC#C,-4.24
CCOP(=S)(OCC)OC1=NN(C(C)C)C(Cl)=N1,-3.32
CCSC(=O)N1CCCCCC1,-2.29
CCOP(=O)(SC(C)CC)N1CCSC1=O,-1.47
CCCCCCCC(C)=O,-2.58
CCCCCCCCC(O)=O,-2.75
CCCCCCCCC,-5.88
CCCCCCCCCO,-3.01
CCOP(=S)(OCC)SCSC(C)(C)C,-4.72
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,-2.9
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
ClC1=CC=CC2=C1C=CC=C2,-3.93
C1CCC2=CC=CC=C2C1,-3.947
CCOP(=S)(CC)OC1=CC(Cl)=C(Cl)C=C1Cl,-5.75
COC1=C(O)C=CC(CC=C)=C1,-1.56
CC(=O)OCCC1=CC=CC=C1,-1.886
CCCOC(=O)C1=CC=CC=C1,-2.67
CC(C)C1=CC=C(C)C=C1,-3.77
CCC1=CC(CC)=CC=C1,-3.75
CCCCC1=CC=CC=C1,-3.96
CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,-4.32
CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,-2.06
CN1CCCC1C1=CC=CN=C1,0.79
CCCCC1=CC=C(N)C=C1,-2.609
CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl,-4.29
CCCCCCCCC=C,-5.51
CCNP(=S)(OC)O\C(C)=C\C(=O)OC(C)C,-3.408
CCCCCCCCC(C)=O,-3.31
CCCC(=O)OC(C)OP(=O)(OCC)OCC,-1.951
CCCCCCCCCC,-6.77
CCCCCCCCCCO,-3.63
CCOP(=O)(SC(C)CC)SC(C)CC,-3.038
CCOC(=O)\C=C\C1=CC=CC=C1,-3.0
CSCOC(=O)C1=CC=CC=C1OC(C)=O,-2.64
CCCCOC(=O)C1=CC=CC=C1,-3.48
CC(C)OC(=O)CSC1=CC=CC=C1,-2.08
COC(=O)C(C)CSC1=CC=CC=C1,-2.12
CCOC(=O)CCSC1=CC=CC=C1,-2.12
COCCOC(=O)CSC1=CC=CC=C1,-0.5
CCCSP(=O)(OCC)OC1=CC=C(Br)C=C1Cl,-4.125
CCCCCC1=CC=CC=C1,-4.58
CCOP(=S)(OCC)OC1=CC=C(SC)C=C1,-4.9
CCCCCCCCN1SC=CC1=O,-2.63
CCN(CC)C1=NC(C)=CC(OP(=S)(OC)OC)=N1,-4.49
OC(=O)CCCCCCCCC=C,-3.398
CCCCCC(=O)CCCCC,-3.53
CCCCCCCCCC(C)=O,-3.91
CCCCCCCCCC(=O)OC,-4.63
CCSC(=O)N(CC(C)C)CC(C)C,-3.684
CCCCCCCCCCC,-7.237
ClC1=CC(Cl)=C(C=C1)C1=CC=CC=C1Cl,-6.49
ClC1=CC=C(OC2=C(Cl)C=CC=C2)C=C1Cl,-5.2
ClC1=C(Cl)C(Cl)=C(OC2=CC=CC=C2)C=C1,-5.32
ClC1=CC(Cl)=C(OC2=C(Cl)C=CC=C2)C=C1,-4.95
ClC1=CC=C(OC2=C(Cl)C=CC(Cl)=C2)C=C1,-5.44
ClC1=CC(OC2=CC(Cl)=C(Cl)C=C2)=CC=C1,-5.44
ClC1=CC=C(OC2=CC(Cl)=C(Cl)C=C2)C=C1,-5.66
ClC1=CC(=C(Cl)C=C1)C1=CC=CC=C1,-5.061
ClC1=CC(Cl)=C(C=C1)C1=CC=CC=C1,-5.252
ClC1=C(Cl)C(OC2=CC=CC=C2)=CC=C1,-4.67
ClC1=CC=C(OC2=CC=CC=C2)C(Cl)=C1,-4.63
ClC1=CC=C(Cl)C(OC2=CC=CC=C2)=C1,-4.97
ClC1=CC=C(OC2=CC=CC=C2)C=C1Cl,-4.72
ClC1=CC(OC2=CC=CC=C2)=CC(Cl)=C1,-5.06
ClC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,-4.8
ClC1=CC(OC2=CC=CC=C2)=CC=C1,-4.21
ClC1=CC=C(OC2=CC=CC=C2)C=C1,-4.32
FC(F)(F)C(=N/OCC1OCCO1)\C1=CC=C(Cl)C=C1,-4.014
CC1=CC2=C(C=CC=C2)C(C)=C1,-4.291
CCC1=CC2=C(C=CC=C2)C=C1,-4.29
CC(=O)OCOC(=O)C1=CC=CC=C1OC(C)=O,-2.016
CCOP(=O)(OCC)O\C(=C/Cl)C1=CC=C(Cl)C=C1Cl,-3.394
CCOC(=O)C1=CC=CC=C1C(=O)OCC,-2.35
COC(=O)CC(SC1=CC=CC=C1)C(=O)OC,-0.85
CCOP(=S)(OCC)O\N=C(/C#N)C1=CC=CC=C1,-4.862
CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,-3.934
CCOP(=S)(OCC)OC1=NN(C=N1)C1=CC=CC=C1,-4.103
CCCCOC(=O)CSC1=CC=CC=C1,-2.75
CCOCCOC(=O)CSC1=CC=CC=C1,-1.22
CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1,-4.46
CCCCCCC1=CC=CC=C1,-5.21
COCC(C)N(C(=O)CCl)C1=C(C)SC=C1C,-2.361
CC(C)=CCCC(C)(OC(C)=O)C=C,-3.56
CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,-3.64
CCCCCCCCCCCCO,-4.67
CCCCSP(=O)(SCCCC)SCCCC,-5.14
BrCC(Br)COP(=O)(OCC(Br)CBr)OCC(Br)CBr,-4.94
CC1=CC(O)=C(C)C(C)=C1,-2.03
CN(C)C1=CC(=CC=C1)N=C=S,-3.38
COC(=O)CC(CSC1=CC=CC=C1)C(=O)OC,-1.5
CCOC(=O)CCCOC1=C(C)C=C(Cl)C=C1,-4.409
CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1,-2.86
CCCOP(=O)(OCCC)OC1=CC=C(SC)C=C1,-3.386
CCCCCCCCCCCC(=O)OC,-4.69
CO\N=C(/CC1=CN=CC=C1)C1=C(Cl)C=C(Cl)C=C1,-3.29
O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,-4.13
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,-3.13
CCCC(=O)OCOC(=O)C1=CC=CC=C1OC(C)=O,-2.904
CCCSP(=O)(OCC)OC1=CN(N=C1)C1=CC=C(Cl)C=C1,-4.039
COC1=CC=C(C=C1OC)C(C)OCC#CC,-5.37
CCOC(=O)CC(SC1=CC=CC=C1)C(=O)OCC,-2.04
CCCCOCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,-4.5
COP(=O)(OC)O\C(C)=C/C(=O)OC(C)C1=CC=CC=C1,-2.5
CCOCN(C(=O)CCl)C1=C(C)C=CC=C1CC,-3.083
CCCN(CCC)C(=O)SCC1=CC=CC=C1,-4.28
CCCCCCC(C)C1=CC=CC=C1,-5.8
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15
CCOC(=O)C(Cl)CC1=CC(N2N=C(C)N(C(F)F)C2=O)=C(F)C=C1Cl,-4.27
CCCC1COC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1,-3.49
CCC1=C(N(COC(C)C)C(=O)CCl)C(C)=CC=C1,-3.19
CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1,-2.73
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,-2.47
CCN(C(C)C(C)C)C(=O)SCC1=CC=CC=C1,-4.73
CCCCCCCCCCCCCC(=O)OC,-6.65
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,-4.4
CC(C)OC(=O)CC(SC1=CC=CC=C1)C(=O)OC(C)C,-3.1
CCC(C)N(C(C)CC)C(=O)SCC1=CC=CC=C1,-5.048
CCCCCCCCCCCC(=O)OCCCC,-6.77
CC(C)OC(=O)CC(CSC1=CC=CC=C1)C(=O)OC(C)C,-3.56
CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,-4.193
CCOC(=O)\C=C(/C)\C=C\CC(C)CCCC(C)C,-5.125
CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F,-5.3
CNCCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,-3.66
CCCCOC(=O)N(C)SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1,-4.58
CCCCOC(=O)C(C)OC1=CC=C(OC2=NC=C(C=C2)C(F)(F)F)C=C1,-5.584
CCCCOC(=O)C1=CC=CC=C1C(=O)OCC1=CC=CC=C1,-5.64
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,-4.575
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,-4.818
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,-5.85
CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,-4.374
CC\C=C\C\C=C\C\C=C/CCCCCCCC(=O)OC,-6.5
COC(C)(C)CCCC(C)C\C=C\C(\C)=C\C(=O)OC(C)C,-5.349
CCCCCCCC\C=C/CCCCCCCC(=O)OC,-7.907
CN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,-4.4
CCOC(=O)CCN(SN(C)C(=O)OC1=C2OC(C)(C)CC2=CC=C1)C(C)C,-4.705
CC(CN1CC(C)OC(C)C1)CC1=CC=C(C=C1)C(C)(C)C,-3.64
CC1=CC=CC=C1OP(=O)(OC1=CC=CC=C1C)OC1=C(C)C=CC=C1,-6.01
CN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,-4.523
COC(=O)C(\C)=C/C1C(C(=O)OC2CC(=O)C(C\C=C\C=C)=C2C)C1(C)C,-4.617
CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC,-6.96
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,-4.18
CC1=NC=CN=C1,1.03
CC(=C)C#N,-0.422
FC1=CC=C(I)C=C1,-3.13
BrCCBr,-1.746
COP(=S)(OC)OC1=CC=C(SC)C(C)=C1,-4.57
[O-][N+](=O)C(Cl)(Cl)Cl,-2.0
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(C)C)[N+]([O-])=O,-6.49
CC12CCC(CC1)C(C)(C)O2,-1.67
CCC(N(CC1=CC=CO1)C(=O)N1C=CN=C1)C(=O)OCCCC=C,-2.892
N#CC1=CC=CC=C1,-1.0
CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)N(CC)CC,-4.92
CC(C)CC(O)=O,-0.328
ClCCC#N,-0.29
CCOP(=S)(NC(C)CC)OC1=C(C=CC(C)=C1)[N+]([O-])=O,-4.8
C1=CN=CN=C1,1.1
CCOC1=CC(OP(=S)(OC)OC)=NC(CC)=N1,-3.86
C=CC#N,0.146
C1CCNC1,1.15
CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1,-5.217
ClC1=NC=CC=C1,-0.745
CC(C)C(=O)C(C)C,-1.3
OCCCC1=CC=CC=C1,-1.38
COC(=O)C=C,-0.22
C[N+]([O-])=O,0.26
CC(C)C1=CC=CC(C(C)C)=C1O,-3.06
ClC(Cl)=C,-1.64
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1,-4.1
CC(C)OCCO,0.98
CC(Cl)[N+]([O-])=O,-1.44
CCC1=CC=NC=C1,0.83
CC(=C)C1=CC=CC=C1,-3.01
CCCC#N,-0.33
COC=O,0.58
COC1=CC=C(C=O)C=C1,-1.49
CC(=C)C1CCC(C)=CC1,-4.0
CCOP(=S)(OCC)OC1=C(Cl)C=C(Br)C(Cl)=C1,-5.95
CCCSP(=S)(OCC)OC1=CC=C(SC)C=C1,-6.017
CCCO,0.62
CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,-5.74
CCSC(=O)N(CC)C1CCCCC1,-3.4
O=CC1=CC=CC=C1,-1.19
BrC1=C(Br)C=CC=C1,-3.5
OC(=O)CCCCCC1=CC=CC=C1,-2.6
CN1CCCCC1,0.23
ClC(Cl)Br,-1.54
CC(C)=CCC\C(C)=C\COC(C)=O,-4.04
ClCC(Cl)Cl,-1.482
CCCOC(C)=O,-0.72
CC(C)CC1=CC=CC=C1,-4.12
ClCBr,-0.89
CC(O)C(F)(F)F,0.3
CCCSP(=S)(OCC)OC1=C(Cl)C=C(Cl)C=C1,-5.31
CCCCN(CC)C(=O)SCCC,-3.53
CCCC1=CC=CC=C1,-3.25
CC(Cl)(Cl)Cl,-2.07
C=CCN(CC=C)CC=C,-1.739
COC1=C(C=CC=C1)[N+]([O-])=O,-1.96
CCCCC(CC)CN,-1.71
CCC=O,0.59
CC(C)=CCCC(C)(O)C=C,-1.99
CC(C)C(C)O,-0.2
CCN(CC)C1=CC=CC=C1,-3.03
CCCBr,-1.73
CC(C)C1=C(C)C=CC=C1,-3.76
CC1=CC=C(C)C=C1,-2.77
FC1=C(F)C=CC=C1,-2.0
COC(=O)CC(C)SC1=CC=CC=C1,-2.0
C(C1=CC=CC=C1)C1=CC=CC=C1,-4.08
CCCSC(=O)N(CCC)CCC,-3.35
COC1=C(OC)C=CC=C1,-1.31
CCOP(=S)(OCC)OC1=CC=C(Cl)C=C1Cl,-6.109
CCBr,-1.09
CCCCCCCO,-1.81
CC1=CC(C)=CC(C)=C1,-3.4
COC1=C(Cl)C=CC=C1,-2.46
CCCN(CCC)C(=O)SCC,-2.7
CN(C)C1=CC=CC=C1,-1.92
CCCCCC(C)O,-1.55
CCC(C)C1=CC(=C(O)C=C1)[N+]([O-])=O,-3.84
CCOP(=S)(OCC)SCS(=O)C(C)(C)C,-2.44
CCCCOC(C)=O,-1.24
CCCCCCC(C)=O,-2.05
CCCCC(=O)CCCC,-2.58
C1=CC=NC=C1,0.76
FC1=CC=CC=C1,-1.8
CCSCCSP(=O)(OC)OC,-1.844
ClC1=CC=C(OC2=C(Cl)C(Cl)=CC=C2)C=C1,-5.31
CCC(CC)C(O)=O,-0.81
CCOCCOCC,-0.77
CCOC(=O)CC1=CC=CC=C1,-2.05
CCCC(O)CCC,-1.4
CCCCCCCC(O)=O,-2.3
CCCCCCCCCCC1=CC=CC=C1,-7.94
CCCCCCC,-4.535
CCCCCCCCCCCCCC,-7.96
CCCCCCCCCCCC,-7.67
CCCCCC,-3.84
CCC1=C(CC)C=CC=C1,-3.28
ClC1=CC=CC(=C1)C1=CC=CC=C1,-4.88
CCCC[N+]([O-])=O,-1.35
ClC1=CC=C(OC2=CC(Cl)=CC=C2)C=C1,-4.77
CCCCCCCCBr,-5.06
[O-][N+](=O)C(Cl)([N+]([O-])=O)[N+]([O-])=O,-1.926
S=C=S,-1.607
FC(F)(F)C(Cl)Br,-1.69
OC(=O)C(F)(F)F,0.94
Br\C=C\Br,-1.32
BrC(Br)C(Br)Br,-2.72
FC(F)(F)CCl,-1.11
CC(F)=O,-3.094
CC#N,1.39
ClCOCCl,-0.72
CC(O)=O,1.22
CC[N+]([O-])=O,-0.19
CCO,1.34
CCS,-0.6
CSC,-0.45
CSSC,-1.44
ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,-4.17
ClCC=C,-1.36
CCC(Cl)(Cl)Cl,-1.89
ClCC(Cl)CCl,-1.93
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,-2.22
ClCCCBr,-1.848
CC(Br)CBr,-2.15
OC(CCl)CCl,-0.11
CCOC=O,0.08
OCCCBr,0.009
COP(=O)(OC)OC,0.553
Cl\C=C(/Cl)C(Cl)=C(Cl)Cl,-4.23
O1C=CC=C1,-0.82
ClCCCC#N,-0.683
CC(=C)C=O,-0.092
C=COC=C,-0.96
ClCCOC=C,-0.851
CC(Cl)C(C)Cl,-2.7
CCCC(Cl)Cl,-2.405
ClCCSCCCl,-2.37
CC(C)C=O,0.091
CC(C)CBr,-2.43
CC(C)CCl,-2.0
COC(C)C,-0.06
CC1=CCC(=O)O1,-0.329
C1CC=CC1,-2.1
CC(=C)C=C,-2.03
C\C=C(/C)C=O,-0.624
C=COC1CC1,-1.1
CC\C=C\C,-2.54
CC(Cl)C(C)(C)Cl,-2.69
CCOC1CC1,-0.64
CCCCC=O,-0.87
CC1CCOC1,0.09
C\C=C\C(C)O,0.02
CCC(O)C=C,0.017
OCCCC=C,-0.18
CC(C)CCBr,-2.89
CCC(Cl)CC,-2.63
CCCC(C)Cl,-2.36
CCC(C)C,-3.18
CCOP(=S)(OCC)SCCl,-3.592
CCOC(C)C,-0.554
CCCOCC,-0.68
COC(C)(C)C,-0.24
COCC(C)C,-0.23
CCCCCS,-2.814
ClC1=CC(Br)=CC=C1,-3.21
FC1=CC=CC(Br)=C1,-2.67
FC1=C(Cl)C=CC=C1,-2.42
ClC1=C(I)C=CC=C1,-3.54
ClC1=CC(I)=CC=C1,-3.55
C=C\C=C\C=C,-2.111
CCC#CCC,-2.17
C=CCOCC=C,-0.02
CCCC(=O)C=C,-0.83
CCCC(C)=C,-3.033
CCOP(=O)(OCC)N=C1SCS1,-0.684
CCC(O)\C=C\C,-0.42
CCCC(O)C=C,-0.59
CCC(C)C(C)=O,-0.67
CCC(=O)OC(C)C,-1.29
CC(C)CCOC=O,-1.52
CCCC(=O)OCC,-1.37
CC(Cl)(Cl)C(O)=O,0.55
CCC(Cl)[N+]([O-])=O,-1.19
CC(=C)CCl,-1.81
ClCCCCCl,-1.72
CCCCCC1=CC2=C(C3C=C(C)CCC3C(C)(C)O2)C(O)=C1,-2.05
CCSSCC,-2.61
CC(C)CC=O,-0.79
COCCOC(C)=O,0.93
CC(C)=CC(C)=O,-0.52
CCN(CC)C(=O)CCl,-0.24
CCOCCOC(C)=O,-0.27
CCCCCCCS,-4.16
COP(=S)(OC)SCCSC(C)C,-3.43
BrC1=CC(=CC=C1)N=C=S,-3.94
CCC1=CC=CN=C1,-1.6
ClCC(=O)N(CC=C)CC=C,-0.95
CCCCOC(=O)CCC,-2.42
CCC(=O)OCCC(C)C,-2.21
COC1=CC=CC(=C1)N=C=S,-3.57
CCCOC(=O)CC,-1.34
CCCC(C)C,-3.74
CCC(C)CCO,-1.376
CC(C)CC(C)O,-0.8
CC(C)(C)CCO,-1.13
CCC(C)(C)CO,-1.13
CCC(C)(O)CC,-0.38
CCCOC(C)C,-1.34
CCCSCCC,-2.58
CCCCNCC,-0.44
FC1=CC=CC=C1CCl,-2.54
FC1=CC=C(CCl)C=C1,-2.54
C1C=CC=CC=C1,-2.15
CC1=CC=C(C)N=C1,0.4
CC1=CC=NC(C)=C1,0.09
C1CC=CC=CC1,-2.182
CCOC(=O)C(=O)C(=O)OCC,0.512
CCC#CC(C)C,-2.74
C1CCC=CCC1,-3.16
C=CCCCC=C,-3.34
CCCCC#CC,-2.77
COC(=O)C(\C)=C\OP(=S)(OC)OC,-2.779
CCCC\C=C/C,-3.82
CCCCC(=O)CC,-1.58
CCCCCCC=O,-1.7
CCOC(=O)CC(C)C,-1.89
CCCCOC(=O)CC,-1.87
CCCC(=O)OC(C)C,-1.94
CCCCC(=O)OCC,-1.75
CC(C)CCOC(C)=O,-1.92
CCCOC(=O)CCC,-1.92
CCC(C)C(C)C,-4.28
CCCCC(C)C,-4.6
CCCC(C)(C)C,-4.36
CC(C)CC(C)C,-4.36
CCC(CC)CC,-4.52
CCCC(C)CC,-4.47
CCC(O)(CC)CC,-0.85
CCC(C)(O)C(C)C,-0.85
CC(C)CC(C)CO,-1.6
CCCC(O)C(C)C,-1.32
CCCC(C)(O)CC,-1.0
CC(C)(C)CCCO,-1.55
CCCCC(C)(C)O,-1.08
CC(C)C(O)C(C)C,-1.22
CC(C)CC(C)(C)O,-0.92
CCCC(C)(C)CO,-1.44
CCC(O)C(C)(C)C,-1.15
COC1=CC=C(C=C1)N=C=S,-3.6
CC1=CC=C(C=O)C=C1,-1.72
CCC1=C(Br)C=CC=C1,-3.67
C1CC2=CC=CC=C2N1,-1.04
CCOP(=S)(OCC)OC1=CN=CC=N1,-2.34
CCN(CC)C(=S)SCC(Cl)=C,-3.35
CC(=O)OC1CCCCC1,-1.69
CC(C)CC(=O)CC(C)=O,-1.6
CCCC(C(C)=O)C(C)=O,-0.88
CC1CCC(C)(C)C1,-4.48
CC1CCCCC1C,-4.27
CC1CCC(C)CC1,-4.47
CCCC1CCCC1,-4.74
CCC1CCCCC1,-4.25
CCCCC(CC)C=O,-2.13
CCCCCCCC=O,-2.36
CCCCCC(=O)OCC,-2.31
CCCCCOC(=O)CC,-2.25
CC(C)COC(=O)C(C)C,-2.16
CCCC(C)(C)CC,-4.998
CCC(C)C(C)CC,-5.155
CCCC(CC)CC,-5.152
CCCC(C)C(C)C,-5.082
CC(C)CCC(C)C,-4.921
CCCCC(C)CC,-5.16
CC(C)C(C)C(C)C,-4.8
CCCCCC(C)C,-4.48
CCC(C)(CC)CC,-5.145
CCC(C)C(C)(C)C,-4.957
CCC(CC)C(C)C,-5.082
CC(C)CC(C)(C)C,-4.67
CCC(C)(O)C(C)(C)C,-1.27
CC(C)CCCCCO,-2.337
CCCCCC(C)(C)O,-1.72
CCCCC(C)(O)CC,-1.6
CCCCCC(O)CC,-2.02
CCCCC(CC)CO,-2.11
CCCCOCCOCCO,0.79
CCOP(=O)(OCC)SCCSCC,-2.111
CC1=CC=CC(C)=C1C,-3.22
CC(C)(OO)C1=CC=CC=C1,-1.04
OCCOCC1=CC=CC=C1,-1.58
CC1=CC(=O)CC(C)(C)C1,-1.06
CC(C)C#CC(C)(C)C,-3.62
CCOC(=O)CCCC(=O)OCC,-1.33
CC1CCCC(C)(C)C1,-4.85
CC(C)CC(=O)CC(C)C,-1.73
CCCCCCCC(=O)OC,-3.39
CCCCCCC(=O)OCC,-2.74
CCCCCOC(=O)CCC,-2.49
CCCC(=O)OCOP(=O)(OCC)OCC,-1.138
CCCC(CC)CCC,-5.72
CCCCC(CC)CC,-5.77
CCC(C)C(C)C(C)C,-5.675
CCC(CC)(CC)CC,-5.84
CCC(C)(C)CC(C)C,-5.48
CCC(CC)C(C)(C)C,-5.55
CCCC(C)(C)C(C)C,-5.64
CCC(C)CCC(C)C,-5.6
CCCCCC(C)(C)C,-5.53
CCC(C)(CC)C(C)C,-5.8
CCCC(C)(C)CCC,-5.585
CCC(C(C)C)C(C)C,-5.62
CC(C)C(C)C(C)(C)C,-5.535
CCC(C)(C)C(C)(C)C,-5.7
CC(C)C(C)(C)C(C)C,-5.73
CCCCCC(C)CC,-4.96
CCC(C)CC(C)(C)C,-5.385
CCCC(C)C(C)(C)C,-5.55
CC(C)(C)CC(C)(C)C,-5.29
CC(C)CCC(C)(C)C,-5.05
CCCCC(C)CCC,-6.05
CCC(C)C(CC)CC,-5.705
CCCCC(C)(C)CC,-5.63
CC(C)CCCC(C)C,-5.59
CCCC(CC)C(C)C,-5.65
CCC(C)CC(C)CC,-5.6
CCCCCCC(C)C,-5.77
CCC(C)C(O)C(C)CC,-2.51
CC(C)CC(O)CC(C)C,-2.51
CCCCCCC(O)CC,-2.66
BrC1=CC=CC2=C1C=CC=C2,-4.19
IC1=CC=CC2=C1C=CC=C2,-4.53
ClC(Cl)(Cl)CC(=C)C1=CC=CC=C1,-4.28
CCOC(=O)C1=CC=CC(=C1)N=C=S,-3.6
COC(=O)C(Cl)CC1=CC=C(Cl)C=C1,-3.77
CC(C)OC1=CC=CC(=C1)N=C=S,-3.33
COC1=CC=C(CC=C)C=C1,-2.92
COC1=CC=C(\C=C\C)C=C1,-3.13
CCC1=CC=C(CC)C=C1,-3.73
CC(=C)C1CC=C(C)C(=O)C1,-2.06
CCC1=CC=CC(CC)=C1N,-2.35
CC(C)C1CCC(=O)C(C)=C1,-2.228
CC1CCC(CC1=O)C(C)=C,-2.18
CC1(C)C2CCC(C)(C2)C1=O,-1.85
C1CCC2CCCCC2C1,-5.19
CC(C)(C)C1CCC(O)=CC1,-2.06
CC(C)C1CCC(C)CC1=O,-2.49
CCOC(=O)CCCCC(=O)OCC,-1.68
CCCCCC1CCCC1,-6.09
C1CCCCCCCCC1,-5.62
CCCCCC(C)C(C)C,-6.291
CCCCC(C)(CC)CC,-6.28
CCC(C)CCC(C)CC,-6.214
CCCC(CC)C(C)CC,-6.243
CCC(C)CC(CC)CC,-6.155
CCCCC(C)C(C)CC,-6.271
CCCCCC(C)(C)CC,-6.222
CCCC(CCC)C(C)C,-6.169
CCC(CC)CCC(C)C,-6.187
CCCCCCCC(C)C,-6.35
CCCCC(C)CC(C)C,-6.103
CCCCC(C)CCCC,-6.308
CCCCCCC(C)CC,-6.367
CCCCCCC(C)(C)C,-6.125
CCCCCC(C)CCC,-6.322
CCC(C)CCCC(C)C,-6.203
CCCC(C)C(C)CCC,-6.243
CCCCC(CC)C(C)C,-6.222
CCCC(C)CC(C)CC,-6.184
CC(C)CCCCC(C)C,-6.191
CCCC(C)CCC(C)C,-6.162
CC1=NC2=CC=CC=C2C(C)=C1,-1.94
CCCC(=O)OC1=CC=CC(=C1)N=C=S,-4.09
CC(=O)OC\C=C\C1=CC=CC=C1,-3.0
CCCC(=O)OCOC(=O)C1=CN=CC=C1,-1.805
CCC(C)(C)C1=CC=CC=C1,-4.15
CC1CCC2CCCCC2C1,-6.57
CCCCCCCCCC(C)O,-2.94
ClC1=CC(Cl)=C(C=C1)C1=C(Cl)C=CC=C1Cl,-6.65
ClC1=CC=CC(=C1)C1=C(Cl)C=CC=C1Cl,-6.824
BrC1=CC=C(OC2=CC=CC=C2)C=C1,-4.714
CC1=CC2=C(C=C1)C(C)=CC=C2,-4.89
CN(C)C(=O)CCOC(=O)C1=CC=CC=C1,-1.099
CC(C)CCOC(=O)C1=C(O)C=CC=C1,-3.16
CCCCCCC1=CC=C(N)C=C1,-3.575
CCOC(=O)CCCCCCC(=O)OCC,-2.53
CCCCCCCCCC(=O)OCC,-4.098
CCCCCCCCCCCCCl,-4.48
CCC(C)(C)CCC(C)(C)CC,-6.921
CC(CC(C)(C)C)CC(C)(C)C,-6.824
CCCCN(CCCC)CCCC,-3.12
CCCCOP(=O)(OCCCC)OCCCC,-2.978
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,-4.1
S=C=NC1=CC=CC(=C1)C1=CC=CC=C1,-4.52
COC(=O)C1=CC=CC(=C1)N=C=S,-3.57
CC(=O)OC1=CC=CC(=C1)N=C=S,-3.11
